Car Name,Car Link,Price,Make,Model,YOM,Mileage (km),Gear,Fuel Type,Options,Engine (cc)
Nissan Presea 1997 Car,https://riyasewana.com/buy/nissan-presea-sale-piliyandala-7467943,"Rs. 2,200,000",Nissan,Presea,1997,128702,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Mazda Familia 1984 Car,https://riyasewana.com/buy/mazda-familia-sale-kadawatha-7467928,Negotiable,Mazda,Familia,1984,210000,Manual,Petrol,POWER MIRROR,1290
Toyota Soluna 2000 Car,https://riyasewana.com/buy/toyota-soluna-sale-horana-7467925,"Rs. 1,835,000",Toyota,Soluna,2000,76500,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Toyota Vitz 2013 Car,https://riyasewana.com/buy/toyota-vitz-sale-avissawella-7467917,"Rs. 6,250,000",Toyota,Vitz,2013,90000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1000
Suzuki Wagon R 2018 Car,https://riyasewana.com/buy/suzuki-wagon-r-sale-kalutara-7467887,"Rs. 5,990,000",Suzuki,Wagon R,2018,100757,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",650
Toyota Allion 2008 Car,https://riyasewana.com/buy/toyota-allion-sale-pannipitiya-7467886,"Rs. 7,800,000",Toyota,Allion,2008,134000,Automatic,Petrol,-,1800
Micro Panda 2011 Car,https://riyasewana.com/buy/micro-panda-sale-hatton-7467854,"Rs. 1,275,000 (Ongoing Lease)",Micro,Panda,2011,16,Manual,Petrol,"POWER STEERING, POWER MIRROR, POWER WINDOW",1300
Toyota CE100 1993 Car,https://riyasewana.com/buy/toyota-ce100-sale-minuwangoda-7467843,"Rs. 460,000",Toyota,CE100,1993,-,Manual,Diesel,-,1500
Toyota Wigo G 2017 Car,https://riyasewana.com/buy/toyota-wigo-g-sale-marawila-7467841,"Rs. 5,950,000",Toyota,Wigo G,2017,75000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1000
Honda Grace 2015 Car,https://riyasewana.com/buy/honda-grace-sale-kadawatha-7467833,Negotiable,Honda,Grace,2015,111,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",-
Nissan FB14 1997 Car,https://riyasewana.com/buy/nissan-fb14-sale-minuwangoda-7467815,"Rs. 2,150,000",Nissan,FB14,1997,-,Automatic,Diesel,AIR CONDITION,1500
Mercedes-Benz 202 E 1995 Car,https://riyasewana.com/buy/mercedes-benz-202-e-sale-gampaha-7467812,"Rs. 3,600,000",Mercedes-Benz,202 E,1995,250000,Manual,Diesel,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",2000
Nissan N16 2000 Car,https://riyasewana.com/buy/nissan-n16-sale-colombo-7467811,"Rs. 3,200,000",Nissan,N16,2000,1500000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1590
Nissan Sunny 1996 Car,https://riyasewana.com/buy/nissan-sunny-sale-hatton-7467805,"Rs. 2,250,000",Nissan,Sunny,1996,16,Automatic,Diesel,"POWER STEERING, POWER MIRROR, POWER WINDOW",1970
Nissan Bluebird 1996 Car,https://riyasewana.com/buy/nissan-bluebird-sale-minuwangoda-7467803,"Rs. 2,300,000",Nissan,Bluebird,1996,-,Automatic,Diesel,-,1500
Micro MX7 2012 Car,https://riyasewana.com/buy/micro-mx7-sale-welimada-7467777,"Rs. 2,200,000",Micro,MX7,2012,200000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Chevrolet Aveo 2007 Car,https://riyasewana.com/buy/chevrolet-aveo-sale-kadawatha-7467746,"Rs. 2,150,000",Chevrolet,Aveo,2007,194000,Manual,Petrol,"AIR CONDITION, POWER STEERING",1300
BMW 318i E36 1997 Car,https://riyasewana.com/buy/bmw-318i-e36-sale-battaramulla-7467731,"Rs. 5,500,000",BMW,318i E36,1997,78000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1800
Nissan Pulsar FN15 1998 Car,https://riyasewana.com/buy/nissan-pulsar-fn15-sale-horana-7467727,"Rs. 2,575,000",Nissan,Pulsar FN15,1998,145112,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Toyota Carina AT 150 1985 Car,https://riyasewana.com/buy/toyota-carina-at-sale-kalutara-7467718,Negotiable,Toyota,Carina AT 150,1985,38000,Manual,Petrol,-,1500
Suzuki Solio 2015 Car,https://riyasewana.com/buy/suzuki-solio-sale-moratuwa-7467658,"Rs. 7,500,000",Suzuki,Solio,2015,100000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1240
Suzuki Alto 2015 Car,https://riyasewana.com/buy/suzuki-alto-sale-galle-7467645,Negotiable,Suzuki,Alto,2015,85000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",800
Nissan FB15 2001 Car,https://riyasewana.com/buy/nissan-fb15-sale-horana-7467644,"Rs. 3,500,000",Nissan,FB15,2001,161000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Toyota Vitz 2008 Car,https://riyasewana.com/buy/toyota-vitz-sale-gampaha-7467629,Negotiable,Toyota,Vitz,2008,107000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1000
Nissan Trad Sunny 1989 Car,https://riyasewana.com/buy/nissan-trad-sunny-sale-hanwella-7467624,"Rs. 1,150,000",Nissan,Trad Sunny,1989,180000,Manual,Petrol,"AIR CONDITION, POWER STEERING",1500
Honda FIT GP5 2013 Car,https://riyasewana.com/buy/honda-fit-gp5-sale-matugama-7467582,"Rs. 6,700,000",Honda,FIT GP5,2013,90000,Automatic,Hybrid,-,1500
Toyota Corolla 121 G Grade 2003 Car,https://riyasewana.com/buy/toyota-corolla-121-sale-moneragala-7467568,"Rs. 3,825,000",Toyota,Corolla 121 G Grade,2003,244500,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Suzuki Wagon R FZ 2018 Car,https://riyasewana.com/buy/suzuki-wagon-r-sale-anuradapura-7467527,"Rs. 5,890,000",Suzuki,Wagon R FZ,2018,79851,Automatic,Hybrid,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",600
Nissan HB11 1988 Car,https://riyasewana.com/buy/nissan-hb11-sale-kalutara-7467517,"Rs. 1,230,000",Nissan,HB11,1988,-,Manual,Petrol,AIR CONDITION,1450
Renault Kwid 2016 Car,https://riyasewana.com/buy/renault-kwid-sale-nittambuwa-7467507,Negotiable,Renault,Kwid,2016,40000,Manual,Petrol,-,800
Toyota Allion 260 2007 Car,https://riyasewana.com/buy/toyota-allion-260-sale-bentota-7467457,"Rs. 4,650,000",Toyota,Allion 260,2007,96028,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Mitsubishi Lancer 1995 Car,https://riyasewana.com/buy/mitsubishi-lancer-sale-kurunegala-7467439,"Rs. 1,475,000",Mitsubishi,Lancer,1995,175000,Manual,Diesel,"AIR CONDITION, POWER STEERING",2500
Suzuki Alto Japan 2007 Car,https://riyasewana.com/buy/suzuki-alto-japan-sale-kurunegala-7467414,"Rs. 3,490,000",Suzuki,Alto Japan,2007,910000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",800
Suzuki Alto 2014 Car,https://riyasewana.com/buy/suzuki-alto-sale-mahiyanganaya-7467401,"Rs. 2,900,000",Suzuki,Alto,2014,112000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER WINDOW",800
Toyota Corolla AE91 1990 Car,https://riyasewana.com/buy/toyota-corolla-ae91-sale-kandy-7467391,"Rs. 1,650,000",Toyota,Corolla AE91,1990,254000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Toyota Cast 2019 Car,https://riyasewana.com/buy/toyota-cast-sale-nugegoda-7467381,"Rs. 6,150,000",Toyota,Cast,2019,53000,Automatic,Petrol,-,660
Daihatsu Charmant 1985 Car,https://riyasewana.com/buy/daihatsu-charmant-sale-gampaha-7467380,"Rs. 1,650,000",Daihatsu,Charmant,1985,-,Manual,Petrol,AIR CONDITION,1290
Chery QQ 2014 Car,https://riyasewana.com/buy/chery-qq-sale-galle-7467377,Negotiable,Chery,QQ,2014,94000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",800
Toyota Carina 1992 Car,https://riyasewana.com/buy/toyota-carina-sale-panadura-7467370,"Rs. 1,900,000",Toyota,Carina,1992,0,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",-
Toyota Corolla EE96 Wagon 1988 Car,https://riyasewana.com/buy/toyota-corolla-ee96-sale-gampaha-7467354,"Rs. 1,275,000",Toyota,Corolla EE96 Wagon,1988,-,Manual,Petrol,AIR CONDITION,1290
Toyota Corolla AE81 1989 Car,https://riyasewana.com/buy/toyota-corolla-ae81-sale-tangalle-7467348,"Rs. 1,075,000",Toyota,Corolla AE81,1989,285000,Manual,Petrol,"AIR CONDITION,POWER STEERING,POWER WINDOW",1500
Volkswagen Jetta 2006 Car,https://riyasewana.com/buy/volkswagen-jetta-sale-balangoda-7467320,"Rs. 4,450,000",Volkswagen,Jetta,2006,267000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1600
Suzuki Alto 2016 Car,https://riyasewana.com/buy/suzuki-alto-sale-kurunegala-7467318,"Rs. 3,125,000",Suzuki,Alto,2016,80000,Manual,Petrol,"AIR CONDITION,POWER STEERING,POWER WINDOW",800
Suzuki Alto 800 2015 Car,https://riyasewana.com/buy/suzuki-alto-800-sale-kurunegala-7467302,"Rs. 3,050,000",Suzuki,Alto 800,2015,69000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER WINDOW",800
Tata Nano 2016 Car,https://riyasewana.com/buy/tata-nano-sale-mawanella-7467299,Negotiable,Tata,Nano,2016,12345,Manual,Petrol,"AIR CONDITION, POWER STEERING",650
Nissan Skyline GTR 2003 Car,https://riyasewana.com/buy/nissan-skyline-gtr-sale-kadawatha-7467283,"Rs. 3,850,000",Nissan,Skyline GTR,2003,130000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",2500
Nissan N16 Ex Saloon 2000 Car,https://riyasewana.com/buy/nissan-n16-ex-sale-colombo-7467271,"Rs. 2,400,000",Nissan,N16 Ex Saloon,2000,150000,Manual,Petrol,"AIR CONDITION, POWER STEERING",1300
Nissan Ex Saloon 2004 Car,https://riyasewana.com/buy/nissan-ex-saloon-sale-anuradapura-7467257,"Rs. 3,400,000",Nissan,Ex Saloon,2004,190000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Mazda Mazda 1982 Car,https://riyasewana.com/buy/mazda-mazda-sale-matale-7467250,Negotiable,Mazda,Mazda,1982,10000,Automatic,Petrol,"AIR CONDITION, POWER WINDOW",1300
Nissan Leaf 2013 Car,https://riyasewana.com/buy/nissan-leaf-sale-colombo-7467248,Negotiable,Nissan,Leaf,2013,118,Automatic,Electric,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",70
Mitsubishi Lancer CS1 Evolution V11 2002 Car,https://riyasewana.com/buy/mitsubishi-lancer-cs1-sale-wattala-7467245,"Rs. 3,300,000",Mitsubishi,Lancer CS1 Evolution V11,2002,168000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1300
Mitsubishi Lancer 1992 Car,https://riyasewana.com/buy/mitsubishi-lancer-sale-hanwella-7467220,"Rs. 750,000",Mitsubishi,Lancer,1992,653,Manual,Petrol,"AIR CONDITION, POWER STEERING",3200
Mitsubishi Lancer Box 1981 Car,https://riyasewana.com/buy/mitsubishi-lancer-box-sale-matara-7467211,"Rs. 1,550,000",Mitsubishi,Lancer Box,1981,100000,Manual,Petrol,"AIR CONDITION, POWER STEERING",1400
Toyota Corolla 2008 Car,https://riyasewana.com/buy/toyota-corolla-sale-boralesgamuwa-7467189,"Rs. 5,500,000",Toyota,Corolla,2008,162000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1600
Toyota Corolla KE36 1981 Car,https://riyasewana.com/buy/toyota-corolla-ke36-sale-kandy-7467148,Negotiable,Toyota,Corolla KE36,1981,22222,Manual,Petrol,-,1200
Nissan B310 1984 Car,https://riyasewana.com/buy/nissan-b310-sale-kottawa-7467121,"Rs. 400,000",Nissan,B310,1984,-,Manual,Petrol,-,1200
Suzuki Maruti 2007 Car,https://riyasewana.com/buy/suzuki-maruti-sale-ratnapura-7467104,"Rs. 1,775,000",Suzuki,Maruti,2007,89000,Manual,Petrol,AIR CONDITION,800
Toyota PASSO 2007 Car,https://riyasewana.com/buy/toyota-passo-sale-negombo-7467099,"Rs. 4,050,000",Toyota,PASSO,2007,-,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1000
Suzuki Swift 2003 Car,https://riyasewana.com/buy/suzuki-swift-sale-gampaha-7467090,"Rs. 3,250,000",Suzuki,Swift,2003,130000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1300
Toyota Prius S Touring Anniversary 2013 Car,https://riyasewana.com/buy/toyota-prius-s-sale-pannala-7467073,"Rs. 10,750,000",Toyota,Prius S Touring Anniversary,2013,136000,Automatic,Hybrid,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1800
Toyota Caldina 1997 Car,https://riyasewana.com/buy/toyota-caldina-sale-ratnapura-7467064,"Rs. 2,850,000",Toyota,Caldina,1997,200000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Nissan B310 1980 Car,https://riyasewana.com/buy/nissan-b310-sale-kotte-7467055,"Rs. 425,000",Nissan,B310,1980,190000,Manual,Petrol,-,1320
BMW E30 1990 Car,https://riyasewana.com/buy/bmw-e30-sale-katunayake-7467044,"Rs. 1,000,000",BMW,E30,1990,11244,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1
Toyota Dx Wagon 1984 Car,https://riyasewana.com/buy/toyota-dx-wagon-sale-horana-7467042,"Rs. 1,230,000",Toyota,Dx Wagon,1984,120000,Manual,Petrol,AIR CONDITION,1300
Toyota Corolla 121 G Grade 2001 Car,https://riyasewana.com/buy/toyota-corolla-121-sale-kandy-7467001,"Rs. 4,990,000",Toyota,Corolla 121 G Grade,2001,260000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Datsun Redi-GO 2017 Car,https://riyasewana.com/buy/datsun-redi-go-sale-gampaha-7466996,"Rs. 875,000 (Ongoing Lease)",Datsun,Redi-GO,2017,112000,Automatic,Petrol,"AIR CONDITION, POWER STEERING",800
Mazda Mister LX 1993 Car,https://riyasewana.com/buy/mazda-mister-lx-sale-gampola-7466972,"Rs. 700,000",Mazda,Mister LX,1993,178000,Manual,Petrol,"AIR CONDITION, POWER STEERING",1500
Toyota Corolla 121 2005 Car,https://riyasewana.com/buy/toyota-corolla-121-sale-colombo-7466961,"Rs. 4,240,000",Toyota,Corolla 121,2005,176000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1300
Suzuki Maruti 800 2007 Car,https://riyasewana.com/buy/suzuki-maruti-800-sale-colombo-7466941,"Rs. 1,550,000",Suzuki,Maruti 800,2007,18,Manual,Petrol,AIR CONDITION,800
Mitsubishi Lancer GLX C11 1988 Car,https://riyasewana.com/buy/mitsubishi-lancer-glx-sale-piliyandala-7466912,"Rs. 875,000",Mitsubishi,Lancer GLX C11,1988,258000,Manual,Petrol,AIR CONDITION,1300
Mercedes-Benz E200 2010 Car,https://riyasewana.com/buy/mercedes-benz-e200-sale-colombo-7466896,Negotiable,Mercedes-Benz,E200,2010,110000,Automatic,Petrol,-,1697
Toyota Passo MODA 2017 Car,https://riyasewana.com/buy/toyota-passo-moda-sale-chilaw-7466891,"Rs. 7,490,000",Toyota,Passo MODA,2017,85000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1000
Mazda Familia 323 2000 Car,https://riyasewana.com/buy/mazda-familia-323-sale-kadawatha-7466882,"Rs. 1,500,000",Mazda,Familia 323,2000,0,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1300
Chevrolet Cruze 2006 Car,https://riyasewana.com/buy/chevrolet-cruze-sale-kadawatha-7466881,"Rs. 2,995,000",Chevrolet,Cruze,2006,125000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1300
Proton Wira 2004 Car,https://riyasewana.com/buy/proton-wira-sale-kadawatha-7466846,"Rs. 1,475,000 (Ongoing Lease)",Proton,Wira,2004,1234,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Toyota KE55 1976 Car,https://riyasewana.com/buy/toyota-ke55-sale-elpitiya-7466839,"Rs. 270,000 (Ongoing Lease)",Toyota,KE55,1976,-,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1300
Toyota Allion 240 G Grade 2003 Car,https://riyasewana.com/buy/toyota-allion-240-sale-moneragala-7466779,Negotiable,Toyota,Allion 240 G Grade,2003,180000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Toyota Tank GS 2017 Car,https://riyasewana.com/buy/toyota-tank-gs-sale-mirigama-7466772,"Rs. 8,620,000",Toyota,Tank GS,2017,45500,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1000
Nissan HB11 1983 Car,https://riyasewana.com/buy/nissan-hb11-sale-kurunegala-7466724,"Rs. 675,000",Nissan,HB11,1983,-,Manual,Petrol,-,1500
Honda N Box Custom 2015 Car,https://riyasewana.com/buy/honda-n-box-sale-negombo-7466710,"Rs. 6,150,000",Honda,N Box Custom,2015,108000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",650
Nissan Primera 2002 Car,https://riyasewana.com/buy/nissan-primera-sale-kurunegala-7466708,"Rs. 2,850,000",Nissan,Primera,2002,185,Automatic,Petrol,"AIR CONDITION,POWER STEERING,POWER MIRROR,POWER WINDOW",2000
Honda Fit Aria 2005 Car,https://riyasewana.com/buy/honda-fit-aria-sale-maharagama-7466699,Negotiable,Honda,Fit Aria,2005,1,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Volkswagen Bora 2002 Car,https://riyasewana.com/buy/volkswagen-bora-sale-colombo-7466690,"Rs. 3,200,000",Volkswagen,Bora,2002,210000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1600
Toyota Allion 260 2011 Car,https://riyasewana.com/buy/toyota-allion-260-sale-nattandiya-7466680,"Rs. 9,500,000",Toyota,Allion 260,2011,156000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Nissan FB14 1996 Car,https://riyasewana.com/buy/nissan-fb14-sale-avissawella-7466668,"Rs. 2,400,000",Nissan,FB14,1996,200900,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Nissan B13 1990 Car,https://riyasewana.com/buy/nissan-b13-sale-kegalle-7466656,"Rs. 1,975,000",Nissan,B13,1990,-,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Suzuki A-Star 2011 Car,https://riyasewana.com/buy/suzuki-a-star-sale-matale-7466592,"Rs. 3,250,000",Suzuki,A-Star,2011,155000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER WINDOW",1000
Mazda Familia 1984 Car,https://riyasewana.com/buy/mazda-familia-sale-kandy-7466561,"Rs. 675,000",Mazda,Familia,1984,6000,Manual,Diesel,POWER STEERING,197000
Toyota Corolla L Touring 1991 Car,https://riyasewana.com/buy/toyota-corolla-l-sale-gampaha-7466532,"Rs. 1,425,000",Toyota,Corolla L Touring,1991,260000,Manual,Diesel,"AIR CONDITION, POWER STEERING, POWER WINDOW",2000
Mitsubishi Lancer Box 1983 Car,https://riyasewana.com/buy/mitsubishi-lancer-box-sale-kurunegala-7466513,"Rs. 745,000",Mitsubishi,Lancer Box,1983,11111,Manual,Petrol,-,1400
Suzuki Alto 800 2015 Car,https://riyasewana.com/buy/suzuki-alto-800-sale-galle-7466506,"Rs. 2,890,000",Suzuki,Alto 800,2015,83000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER WINDOW",800
Toyota Aqua G Grade 2012 Car,https://riyasewana.com/buy/toyota-aqua-g-sale-kegalle-7466494,"Rs. 5,950,000",Toyota,Aqua G Grade,2012,131000,Automatic,Hybrid,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Nissan Sunny FB15 Super Saloon 2001 Car,https://riyasewana.com/buy/nissan-sunny-fb15-sale-mirigama-7466491,"Rs. 3,350,000",Nissan,Sunny FB15 Super Saloon,2001,142320,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Toyota Vitz 2018 Car,https://riyasewana.com/buy/toyota-vitz-sale-colombo-7466480,"Rs. 7,850,000",Toyota,Vitz,2018,82000,Automatic,Petrol,-,1000
Toyota Ke20 HI DELUXE 1974 Car,https://riyasewana.com/buy/toyota-ke20-hi-sale-kandy-7466431,Negotiable,Toyota,Ke20 HI DELUXE,1974,1,Manual,Petrol,AIR CONDITION,1000
Toyota Vitz 2018 Car,https://riyasewana.com/buy/toyota-vitz-sale-polonnaruwa-7466427,"Rs. 7,995,000",Toyota,Vitz,2018,42000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",990
Suzuki MARUTI 800 2005 Car,https://riyasewana.com/buy/suzuki-maruti-800-sale-anuradapura-7466422,"Rs. 550,000 (Ongoing Lease)",Suzuki,MARUTI 800,2005,76718,Manual,Petrol,-,800
Hyundai Elantra 2001 Car,https://riyasewana.com/buy/hyundai-elantra-sale-colombo-7466403,"Rs. 2,175,000",Hyundai,Elantra,2001,180000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1600
Nissan N17 2004 Car,https://riyasewana.com/buy/nissan-n17-sale-galle-7466391,"Rs. 3,300,000",Nissan,N17,2004,250000,Manual,Petrol,"AIR CONDITION,POWER STEERING,POWER WINDOW",1300
Peugeot 406 2001 Car,https://riyasewana.com/buy/peugeot-406-sale-gampaha-7466390,"Rs. 2,200,000",Peugeot,406,2001,178000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1800
Toyota Premio 2010 Car,https://riyasewana.com/buy/toyota-premio-sale-kuliyapitiya-7466376,"Rs. 5,100,000 (Ongoing Lease)",Toyota,Premio,2010,148000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Kia Picanto 2017 Car,https://riyasewana.com/buy/kia-picanto-sale-bandaragama-7466273,"Rs. 4,600,000",Kia,Picanto,2017,91000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1000
Toyota Premio 2017 Car,https://riyasewana.com/buy/toyota-premio-sale-galle-7466255,"Rs. 16,500,000",Toyota,Premio,2017,28000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Nissan B14 1995 Car,https://riyasewana.com/buy/nissan-b14-sale-kiribathgoda-7466249,"Rs. 2,195,000",Nissan,B14,1995,95000,Automatic,Petrol,"AIR CONDITION, POWER STEERING",1500
Daihatsu Move 2016 Car,https://riyasewana.com/buy/daihatsu-move-sale-panadura-7466246,"Rs. 5,800,000",Daihatsu,Move,2016,173000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",660
Suzuki Wagon R 2017 Car,https://riyasewana.com/buy/suzuki-wagon-r-sale-kurunegala-7466222,Negotiable,Suzuki,Wagon R,2017,70000,Automatic,Hybrid,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",650
Mitsubishi Galant 1973 Car,https://riyasewana.com/buy/mitsubishi-galant-sale-panadura-7466206,"Rs. 450,000",Mitsubishi,Galant,1973,0,Manual,Petrol,-,1400
Daihatsu Charade 1986 Car,https://riyasewana.com/buy/daihatsu-charade-sale-ratnapura-7466200,"Rs. 800,000",Daihatsu,Charade,1986,0,Manual,Petrol,AIR CONDITION,1000
Nissan B11 1985 Car,https://riyasewana.com/buy/nissan-b11-sale-kandy-7466171,"Rs. 850,000",Nissan,B11,1985,200000,Manual,Petrol,-,1500
Ford Laser 1992 Car,https://riyasewana.com/buy/ford-laser-sale-warakapola-7466157,"Rs. 1,375,000",Ford,Laser,1992,100000,Manual,Petrol,"AIR CONDITION, POWER STEERING",1300
Toyota AXIO WXB 2019 Car,https://riyasewana.com/buy/toyota-axio-wxb-sale-ja-ela-7466131,Negotiable,Toyota,AXIO WXB,2019,80000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",-
Suzuki Zen 2005 Car,https://riyasewana.com/buy/suzuki-zen-sale-eheliyagoda-7466124,"Rs. 1,995,000 (Ongoing Lease)",Suzuki,Zen,2005,991000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1000
Nissan Sunny 1985 Car,https://riyasewana.com/buy/nissan-sunny-sale-kurunegala-7466079,"Rs. 550,000",Nissan,Sunny,1985,100000,Manual,Petrol,-,1300
Renault Kwid 2016 Car,https://riyasewana.com/buy/renault-kwid-sale-kadawatha-7466059,"Rs. 2,775,000",Renault,Kwid,2016,120000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR",800
Toyota Prius S Limited 2014 Car,https://riyasewana.com/buy/toyota-prius-s-sale-kalutara-7465952,"Rs. 7,750,000",Toyota,Prius S Limited,2014,123000,Automatic,Hybrid,"AIR CONDITION,POWER STEERING,POWER MIRROR,POWER WINDOW",1800
Nissan March K11 2002 Car,https://riyasewana.com/buy/nissan-march-k11-sale-bandarawela-7465951,"Rs. 1,950,000",Nissan,March K11,2002,208900,Automatic,Petrol,"AIR CONDITION,POWER STEERING,POWER MIRROR,POWER WINDOW",1000
Mitsubishi Lancer Wagon 1985 Car,https://riyasewana.com/buy/mitsubishi-lancer-wagon-sale-ratnapura-7465932,"Rs. 580,000",Mitsubishi,Lancer Wagon,1985,0,Manual,Petrol,-,1400
Mazda Familia 1987 Car,https://riyasewana.com/buy/mazda-familia-sale-kandy-7465924,"Rs. 875,000",Mazda,Familia,1987,1,Manual,Petrol,"AIR CONDITION,POWER STEERING",1300
Peugeot 406 D9 Glx 2003 Car,https://riyasewana.com/buy/peugeot-406-d9-sale-gampaha-7465920,"Rs. 2,300,000",Peugeot,406 D9 Glx,2003,158000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1997
