Car Name,Car Link,Price,Make,Model,YOM,Mileage (km),Gear,Fuel Type,Options,Engine (cc)
Nissan FB15 2000 Car,https://riyasewana.com/buy/nissan-fb15-sale-tangalle-7465906,"Rs. 2,900,000",Nissan,FB15,2000,189450,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",150089
Suzuki Wagon R Stingray 2018 Car,https://riyasewana.com/buy/suzuki-wagon-r-sale-gampola-7465898,"Rs. 5,900,000",Suzuki,Wagon R Stingray,2018,59000,Automatic,Hybrid,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",660
Proton Wira 2003 Car,https://riyasewana.com/buy/proton-wira-sale-moratuwa-7465823,"Rs. 1,675,000",Proton,Wira,2003,152000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1300
Nissan FB14 Super Saloon Sunny 1998 Car,https://riyasewana.com/buy/nissan-fb14-super-sale-gampaha-7465818,"Rs. 2,350,000",Nissan,FB14 Super Saloon Sunny,1998,23000,Automatic,Diesel,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",2000
Nissan AD Wagon Y10 1996 Car,https://riyasewana.com/buy/nissan-ad-wagon-sale-kandy-7465783,"Rs. 1,800,000",Nissan,AD Wagon Y10,1996,175,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER WINDOW",1300
Daewoo Racer 1994 Car,https://riyasewana.com/buy/daewoo-racer-sale-katunayake-7465781,"Rs. 650,000",Daewoo,Racer,1994,1234,Manual,Petrol,-,1234
Isuzu Gemini 1988 Car,https://riyasewana.com/buy/isuzu-gemini-sale-hambantota-7465772,"Rs. 1,295,000",Isuzu,Gemini,1988,50000,Manual,Diesel,"AIR CONDITION,POWER STEERING,POWER MIRROR,POWER WINDOW",1480
Honda Grace Ex 2015 Car,https://riyasewana.com/buy/honda-grace-ex-sale-negombo-7465764,"Rs. 9,250,000",Honda,Grace Ex,2015,138000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Suzuki Wagon R 2008 Car,https://riyasewana.com/buy/suzuki-wagon-r-sale-kandy-7465745,"Rs. 3,000,000",Suzuki,Wagon R,2008,75000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1064
Suzuki Maruti 2006 Car,https://riyasewana.com/buy/suzuki-maruti-sale-kegalle-7465732,"Rs. 1,595,000",Suzuki,Maruti,2006,80000,Manual,Petrol,AIR CONDITION,800
Suzuki Wagon R Stingray 2018 Car,https://riyasewana.com/buy/suzuki-wagon-r-sale-ja-ela-7465717,"Rs. 6,275,000",Suzuki,Wagon R Stingray,2018,68000,Automatic,Hybrid,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",660
Nissan SUNNY 1999 Car,https://riyasewana.com/buy/nissan-sunny-sale-horana-7465713,"Rs. 2,525,000",Nissan,SUNNY,1999,201600,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1300
Mitsubishi Lancer Box 1982 Car,https://riyasewana.com/buy/mitsubishi-lancer-box-sale-anuradapura-7465710,"Rs. 900,000",Mitsubishi,Lancer Box,1982,11158,Manual,Petrol,-,1400
Mazda Familia 2001 Car,https://riyasewana.com/buy/mazda-familia-sale-negombo-7465703,"Rs. 3,275,000",Mazda,Familia,2001,121000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1320
Mazda Axela 2007 Car,https://riyasewana.com/buy/mazda-axela-sale-panadura-7465642,"Rs. 4,780,000",Mazda,Axela,2007,136000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Nissan Wingroad 2003 Car,https://riyasewana.com/buy/nissan-wingroad-sale-negombo-7465627,"Rs. 3,750,000",Nissan,Wingroad,2003,200000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",15000
Suzuki Maruti 2005 Car,https://riyasewana.com/buy/suzuki-maruti-sale-maharagama-7465624,"Rs. 1,220,000",Suzuki,Maruti,2005,47000,Manual,Petrol,-,800
Mercedes-Benz Cla 180 Amg Carbon Black 2017 Car,https://riyasewana.com/buy/mercedes-benz-cla-180-sale-colombo-7465619,Negotiable,Mercedes-Benz,Cla 180 Amg Carbon Black,2017,50000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1600
Suzuki Maruti 1999 Car,https://riyasewana.com/buy/suzuki-maruti-sale-ja-ela-7465588,Negotiable,Suzuki,Maruti,1999,750000,Manual,Petrol,AIR CONDITION,800
Suzuki Alto Japan 2008 Car,https://riyasewana.com/buy/suzuki-alto-japan-sale-kurunegala-7465470,"Rs. 2,650,000",Suzuki,Alto Japan,2008,-,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",650
Suzuki Wagon R Stingray 2018 Car,https://riyasewana.com/buy/suzuki-wagon-r-sale-ampara-7465459,"Rs. 6,425,000",Suzuki,Wagon R Stingray,2018,70000,Automatic,Petrol,-,650
Nissan March K11 2000 Car,https://riyasewana.com/buy/nissan-march-k11-sale-kesbewa-7465451,"Rs. 2,390,000",Nissan,March K11,2000,-,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1000
Mazda MR 90 MISTERLX 1994 Car,https://riyasewana.com/buy/mazda-mr-90-sale-gampaha-7465444,"Rs. 950,000",Mazda,MR 90 MISTERLX,1994,181000,Manual,Petrol,"AIR CONDITION, POWER STEERING",1400
Suzuki Maruti 2004 Car,https://riyasewana.com/buy/suzuki-maruti-sale-anuradapura-7465437,"Rs. 1,290,000",Suzuki,Maruti,2004,-,Manual,Petrol,-,800
Suzuki Spacia 2016 Car,https://riyasewana.com/buy/suzuki-spacia-sale-kandy-7465381,"Rs. 5,400,000 (Ongoing Lease)",Suzuki,Spacia,2016,122000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",650
Toyota Carina 1992 Car,https://riyasewana.com/buy/toyota-carina-sale-matugama-7465354,Negotiable,Toyota,Carina,1992,298000,Manual,Diesel,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",2180
Mitsubishi Lancer Flat Light 0 Car,https://riyasewana.com/buy/mitsubishi-lancer-flat-sale-kurunegala-7465347,Negotiable,Mitsubishi,Lancer Flat Light,0,-,Manual,Petrol,-,1400
Suzuki Swift 2003 Car,https://riyasewana.com/buy/suzuki-swift-sale-mahiyanganaya-7465342,"Rs. 3,425,000",Suzuki,Swift,2003,149000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1300
Nissan Trad Sunny 1987 Car,https://riyasewana.com/buy/nissan-trad-sunny-sale-matugama-7465338,"Rs. 1,050,000",Nissan,Trad Sunny,1987,289089,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1480
Nissan Sunny 2003 Car,https://riyasewana.com/buy/nissan-sunny-sale-gampaha-7465306,"Rs. 3,990,000",Nissan,Sunny,2003,147000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Toyota BELTA 2007 Car,https://riyasewana.com/buy/toyota-belta-sale-malabe-7465286,"Rs. 5,995,000",Toyota,BELTA,2007,54591,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR",1500
Toyota Axio G Grade 2016 Car,https://riyasewana.com/buy/toyota-axio-g-sale-boralesgamuwa-7465271,Negotiable,Toyota,Axio G Grade,2016,135000,Automatic,Hybrid,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Suzuki Swift 2003 Car,https://riyasewana.com/buy/suzuki-swift-sale-divulapitiya-7465200,"Rs. 3,550,000",Suzuki,Swift,2003,138000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1320
Daewoo Matiz 1999 Car,https://riyasewana.com/buy/daewoo-matiz-sale-homagama-7465199,"Rs. 950,000",Daewoo,Matiz,1999,140000,Manual,Petrol,AIR CONDITION,800
Micro Panda 2012 Car,https://riyasewana.com/buy/micro-panda-sale-dambulla-7465146,"Rs. 1,800,000",Micro,Panda,2012,75000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1300
Chevrolet Cruze 2004 Car,https://riyasewana.com/buy/chevrolet-cruze-sale-boralesgamuwa-7465145,"Rs. 3,500,000",Chevrolet,Cruze,2004,135000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1300
Nissan Cefiro 1999 Car,https://riyasewana.com/buy/nissan-cefiro-sale-batticaloa-7465099,"Rs. 2,450,000",Nissan,Cefiro,1999,196000,Automatic,Petrol,"AIR CONDITION,POWER STEERING,POWER MIRROR,POWER WINDOW",2000
Nissan Sunny FB15 2000 Car,https://riyasewana.com/buy/nissan-sunny-fb15-sale-gampaha-7465060,Negotiable,Nissan,Sunny FB15,2000,-,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Nissan FB15 1994 Car,https://riyasewana.com/buy/nissan-fb15-sale-mirigama-7464961,"Rs. 1,250,000",Nissan,FB15,1994,7760,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Perodua Viva Elite Premium 2012 Car,https://riyasewana.com/buy/perodua-viva-elite-sale-galle-7464955,"Rs. 4,050,000",Perodua,Viva Elite Premium,2012,96000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1000
Toyota Soluna 2001 Car,https://riyasewana.com/buy/toyota-soluna-sale-ratnapura-7464802,"Rs. 2,500,000",Toyota,Soluna,2001,203500,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Mitsubishi LANCER Wagon GL 1980 Car,https://riyasewana.com/buy/mitsubishi-lancer-wagon-sale-gampaha-7464752,"Rs. 785,000",Mitsubishi,LANCER Wagon GL,1980,-,Manual,Petrol,AIR CONDITION,1400
Toyota STARLET 1997 Car,https://riyasewana.com/buy/toyota-starlet-sale-kadawatha-7464729,"Rs. 2,445,000",Toyota,STARLET,1997,100000,Automatic,Diesel,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",2000
Toyota Tercel 1996 Car,https://riyasewana.com/buy/toyota-tercel-sale-kurunegala-7464703,"Rs. 1,790,000",Toyota,Tercel,1996,182000,Manual,Petrol,"AIR CONDITION, POWER STEERING",1300
Mazda MR 90 1994 Car,https://riyasewana.com/buy/mazda-mr-90-sale-gampaha-7464700,"Rs. 995,000",Mazda,MR 90,1994,1235,Manual,Petrol,-,1500
Toyota Allion 240 2002 Car,https://riyasewana.com/buy/toyota-allion-240-sale-kandy-7464638,Negotiable,Toyota,Allion 240,2002,123000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1490
Mercedes-Benz W210 1997 Car,https://riyasewana.com/buy/mercedes-benz-w210-sale-ja-ela-7464630,Negotiable,Mercedes-Benz,W210,1997,98000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",2000
Mitsubishi Mirage 1999 Car,https://riyasewana.com/buy/mitsubishi-mirage-sale-negombo-7464571,Negotiable,Mitsubishi,Mirage,1999,-,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR",1300
Hyundai Santro 2002 Car,https://riyasewana.com/buy/hyundai-santro-sale-galle-7464570,"Rs. 1,575,000",Hyundai,Santro,2002,138000,Manual,Petrol,"AIR CONDITION,POWER STEERING",1000
Mazda Familia 2001 Car,https://riyasewana.com/buy/mazda-familia-sale-matara-7464559,"Rs. 2,750,000",Mazda,Familia,2001,129000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1330
Suzuki Maruti 2012 Car,https://riyasewana.com/buy/suzuki-maruti-sale-polonnaruwa-7464552,"Rs. 1,825,000",Suzuki,Maruti,2012,44000,Manual,Petrol,-,600
Toyota KE20 1973 Car,https://riyasewana.com/buy/toyota-ke20-sale-gampaha-7464514,"Rs. 475,000",Toyota,KE20,1973,12345678,Manual,Petrol,AIR CONDITION,1200
Tata Nano 2011 Car,https://riyasewana.com/buy/tata-nano-sale-kegalle-7464511,"Rs. 975,000",Tata,Nano,2011,92000,Manual,Petrol,-,430
Suzuki Maruti 2003 Car,https://riyasewana.com/buy/suzuki-maruti-sale-kurunegala-7464506,"Rs. 1,275,000",Suzuki,Maruti,2003,910000,Manual,Petrol,"AIR CONDITION, POWER STEERING",800
Suzuki Alto 2011 Car,https://riyasewana.com/buy/suzuki-alto-sale-matara-7464492,"Rs. 2,375,000",Suzuki,Alto,2011,-,Manual,Petrol,AIR CONDITION,800
Toyota Carina AT 150 1988 Car,https://riyasewana.com/buy/toyota-carina-at-sale-colombo-7464470,"Rs. 850,000",Toyota,Carina AT 150,1988,123562,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Suzuki ALTO 800 2006 Car,https://riyasewana.com/buy/suzuki-alto-800-sale-ganemulla-7464468,"Rs. 2,150,000",Suzuki,ALTO 800,2006,85000,Manual,Petrol,"AIR CONDITION, POWER STEERING",800
Nissan Bluebird SR18 1996 Car,https://riyasewana.com/buy/nissan-bluebird-sr18-sale-kurunegala-7464445,"Rs. 2,175,000",Nissan,Bluebird SR18,1996,287,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1830
Volkswagen Beetle 1300 1970 Car,https://riyasewana.com/buy/volkswagen-beetle-1300-sale-kadawatha-7464437,"Rs. 1,599,999",Volkswagen,Beetle 1300,1970,75000,Manual,Petrol,AIR CONDITION,1300
Honda Civic Tech Pack 2018 Car,https://riyasewana.com/buy/honda-civic-tech-sale-nugegoda-7464433,"Rs. 12,800,000",Honda,Civic Tech pack,2018,85000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1000
Nissan Trad Sunny 1987 Car,https://riyasewana.com/buy/nissan-trad-sunny-sale-kandy-7464429,Negotiable,Nissan,Trad Sunny,1987,1,Manual,Petrol,"AIR CONDITION, POWER STEERING",1500
Nissan Dayz Highway Star 2016 Car,https://riyasewana.com/buy/nissan-dayz-highway-sale-gampaha-7464400,"Rs. 5,290,000",Nissan,Dayz Highway Star,2016,87000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",660
Honda Accord 1999 Car,https://riyasewana.com/buy/honda-accord-sale-nittambuwa-7464367,"Rs. 2,300,000",Honda,Accord,1999,104800,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",2000
Toyota DX Wagon 1986 Car,https://riyasewana.com/buy/toyota-dx-wagon-sale-kandy-7464356,"Rs. 520,000",Toyota,DX Wagon,1986,200000,Manual,Petrol,AIR CONDITION,1300
Toyota Crown 1973 Car,https://riyasewana.com/buy/toyota-crown-sale-kurunegala-7464334,"Rs. 1,550,000",Toyota,Crown,1973,381842,Manual,Diesel,"AIR CONDITION, POWER STEERING, POWER MIRROR",2440
Mini Mini 1959 Car,https://riyasewana.com/buy/mini-mini-sale-ambalangoda-7464318,"Rs. 1,275,000",Mini,Mini,1959,11111,Manual,Petrol,-,1000
Toyota Corolla 1999 Car,https://riyasewana.com/buy/toyota-corolla-sale-mawanella-7464305,Negotiable,Toyota,Corolla,1999,165000,Automatic,Petrol,-,1500
Toyota Corolla AE110 1997 Car,https://riyasewana.com/buy/toyota-corolla-ae110-sale-kalutara-7464293,"Rs. 2,650,000",Toyota,Corolla AE110,1997,230000,Automatic,Diesel,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",2
Toyota Corolla Wagon Ce96 1989 Car,https://riyasewana.com/buy/toyota-corolla-wagon-sale-horana-7464268,"Rs. 1,575,000",Toyota,Corolla Wagon Ce96,1989,-,Manual,Diesel,"AIR CONDITION, POWER STEERING",1800
Hyundai EON MAGNA 2014 Car,https://riyasewana.com/buy/hyundai-eon-magna-sale-hambantota-7464258,"Rs. 2,950,000",Hyundai,EON MAGNA,2014,115000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",800
Mazda Familia 1998 Car,https://riyasewana.com/buy/mazda-familia-sale-dambulla-7464241,"Rs. 2,450,000",Mazda,Familia,1998,-,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1320
Proton Wira 2004 Car,https://riyasewana.com/buy/proton-wira-sale-kadawatha-7464240,"Rs. 1,475,000 (Ongoing Lease)",Proton,Wira,2004,-,Manual,Petrol,"AIR CONDITION,POWER STEERING,POWER WINDOW",1500
Toyota Gt Carina 2004 Car,https://riyasewana.com/buy/toyota-gt-carina-sale-kegalle-7464206,"Rs. 4,200,000",Toyota,Gt Carina,2004,187500,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",-
Mitsubishi Lancer 1987 Car,https://riyasewana.com/buy/mitsubishi-lancer-sale-panadura-7464191,"Rs. 1,050,000",Mitsubishi,Lancer,1987,175000,Manual,Petrol,AIR CONDITION,1300
Subaru Impreza 1994 Car,https://riyasewana.com/buy/subaru-impreza-sale-colombo-7464109,Negotiable,Subaru,Impreza,1994,150000,Automatic,Petrol,-,1500
Suzuki Maruti 800 Sport 2011 Car,https://riyasewana.com/buy/suzuki-maruti-800-sale-horana-7464060,Negotiable,Suzuki,Maruti 800 Sport,2011,68500,Manual,Petrol,AIR CONDITION,800
Tata Xeta Glx 2014 Car,https://riyasewana.com/buy/tata-xeta-glx-sale-gampola-7464058,"Rs. 2,275,000",Tata,Xeta Glx,2014,135200,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER WINDOW",1193
Toyota Corsa 1998 Car,https://riyasewana.com/buy/toyota-corsa-sale-moratuwa-7464047,"Rs. 2,900,000",Toyota,Corsa,1998,230000,Automatic,Petrol,POWER STEERING,1330
Suzuki Wagon R Stingray J Style 2015 Car,https://riyasewana.com/buy/suzuki-wagon-r-sale-gampaha-7463993,"Rs. 5,150,000",Suzuki,Wagon R Stingray J Style,2015,87000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",-
Toyota CE110 1996 Car,https://riyasewana.com/buy/toyota-ce110-sale-kurunegala-7463985,"Rs. 2,475,000",Toyota,CE110,1996,1111,Automatic,Diesel,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1970
Toyota Axio Fielder WXB 2017 Car,https://riyasewana.com/buy/toyota-axio-fielder-sale-piliyandala-7463975,Negotiable,Toyota,Axio Fielder WXB,2017,65000,Automatic,Hybrid,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Suzuki Maruti 800 Sport 2012 Car,https://riyasewana.com/buy/suzuki-maruti-800-sale-divulapitiya-7463961,"Rs. 1,800,000",Suzuki,Maruti 800 Sport,2012,95000,Manual,Petrol,AIR CONDITION,800
Nissan Doctor Sunny 1991 Car,https://riyasewana.com/buy/nissan-doctor-sunny-sale-gampaha-7463953,"Rs. 1,850,000 (Ongoing Lease)",Nissan,Doctor Sunny,1991,94000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Toyota Prius 2008 Car,https://riyasewana.com/buy/toyota-prius-sale-gampaha-7463934,"Rs. 5,150,000",Toyota,Prius,2008,-,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",-
Honda Grace 2014 Car,https://riyasewana.com/buy/honda-grace-sale-kurunegala-7463917,"Rs. 9,450,000",Honda,Grace,2014,99800,Automatic,Hybrid,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Nissan Bluebird 1999 Car,https://riyasewana.com/buy/nissan-bluebird-sale-galle-7463912,"Rs. 2,075,000",Nissan,Bluebird,1999,125800,Automatic,Diesel,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1200
Tata Nano LX 2011 Car,https://riyasewana.com/buy/tata-nano-lx-sale-warakapola-7463904,"Rs. 1,150,000",Tata,Nano LX,2011,100000,Manual,Petrol,"AIR CONDITION, POWER WINDOW",624
Nissan SB15 1997 Car,https://riyasewana.com/buy/nissan-sb15-sale-kurunegala-7463863,"Rs. 2,250,000",Nissan,SB15,1997,120,Automatic,Diesel,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1970
Toyota Corolla AE110 2008 Car,https://riyasewana.com/buy/toyota-corolla-ae110-sale-kadawatha-7463820,"Rs. 3,490,000",Toyota,Corolla AE110,2008,200000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Tata NANO 2015 Car,https://riyasewana.com/buy/tata-nano-sale-galle-7463785,"Rs. 1,650,000",Tata,NANO,2015,93000,Manual,Petrol,"AIR CONDITION, POWER STEERING",624
Suzuki Zen Estilo 2011 Car,https://riyasewana.com/buy/suzuki-zen-estilo-sale-polonnaruwa-7463780,"Rs. 3,150,000",Suzuki,Zen Estilo,2011,99000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER WINDOW",1000
Nissan SUNNY FB15 2001 Car,https://riyasewana.com/buy/nissan-sunny-fb15-sale-chilaw-7463778,"Rs. 3,375,000",Nissan,SUNNY FB15,2001,98000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Hyundai Sonata 2000 Car,https://riyasewana.com/buy/hyundai-sonata-sale-colombo-7463771,"Rs. 2,300,000",Hyundai,Sonata,2000,74000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1997
Suzuki Alto 2014 Car,https://riyasewana.com/buy/suzuki-alto-sale-kandy-7463740,"Rs. 2,675,000",Suzuki,Alto,2014,82000,Manual,Petrol,-,800
Mercedes-Benz C220d 2014 Car,https://riyasewana.com/buy/mercedes-benz-c220d-sale-ambalangoda-7463717,"Rs. 18,000,000",Mercedes-Benz,C220d,2014,174000,Automatic,Diesel,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",2200
Toyota Dx Wagon 1984 Car,https://riyasewana.com/buy/toyota-dx-wagon-sale-kuliyapitiya-7463715,"Rs. 545,000",Toyota,Dx Wagon,1984,1111,Manual,Petrol,-,1300
Toyota DBA NZT260 2018 Car,https://riyasewana.com/buy/toyota-dba-nzt260-sale-galle-7463693,"Rs. 16,500,000",Toyota,DBA NZT260,2018,23000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1490
Nissan March K11 1998 Car,https://riyasewana.com/buy/nissan-march-k11-sale-kegalle-7463684,"Rs. 1,275,000 (Ongoing Lease)",Nissan,March K11,1998,135000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1000
Suzuki Swift 2008 Car,https://riyasewana.com/buy/suzuki-swift-sale-colombo-7463674,Negotiable,Suzuki,Swift,2008,137000,Automatic,Petrol,"AIR CONDITION,POWER STEERING,POWER MIRROR,POWER WINDOW",1500
Tata Indica 2006 Car,https://riyasewana.com/buy/tata-indica-sale-kandy-7463650,"Rs. 1,340,000 (Ongoing Lease)",Tata,Indica,2006,90100,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1400
Mini Cooper 1965 Car,https://riyasewana.com/buy/mini-cooper-sale-anuradapura-7463644,Negotiable,Mini,Cooper,1965,10000,Manual,Petrol,POWER STEERING,1000
Nissan Cedric 1980 Car,https://riyasewana.com/buy/nissan-cedric-sale-divulapitiya-7463643,"Rs. 580,000",Nissan,Cedric,1980,1,Manual,Diesel,-,2300
Daihatsu Mira 2016 Car,https://riyasewana.com/buy/daihatsu-mira-sale-malabe-7463641,"Rs. 4,825,000",Daihatsu,Mira,2016,72000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",650
Micro MX7 2012 Car,https://riyasewana.com/buy/micro-mx7-sale-kurunegala-7463634,"Rs. 2,580,000",Micro,MX7,2012,45000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Tata INDICA 2007 Car,https://riyasewana.com/buy/tata-indica-sale-kadawatha-7463595,"Rs. 1,395,000",Tata,INDICA,2007,110000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1300
Suzuki Wagon R Stingray 2014 Car,https://riyasewana.com/buy/suzuki-wagon-r-sale-kandy-7463507,Negotiable,Suzuki,Wagon R Stingray,2014,70000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",800
Toyota Corolla G Grade 2000 Car,https://riyasewana.com/buy/toyota-corolla-g-sale-kandy-7463504,"Rs. 4,475,000",Toyota,Corolla G Grade,2000,220976,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1005
Suzuki Maruti 2010 Car,https://riyasewana.com/buy/suzuki-maruti-sale-balangoda-7463484,"Rs. 1,745,000",Suzuki,Maruti,2010,61000,Manual,Petrol,AIR CONDITION,800
Toyota VITZ 2012 Car,https://riyasewana.com/buy/toyota-vitz-sale-kalmunai-7463477,"Rs. 5,500,000",Toyota,VITZ,2012,62000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1000
Mitsubishi Lancer Wagon 1979 Car,https://riyasewana.com/buy/mitsubishi-lancer-wagon-sale-padukka-7463462,"Rs. 295,000",Mitsubishi,Lancer Wagon,1979,80000,Manual,Petrol,-,1400
Toyota Starlet 90 1997 Car,https://riyasewana.com/buy/toyota-starlet-90-sale-negombo-7463449,"Rs. 3,270,000",Toyota,Starlet 90,1997,160000,Automatic,Diesel,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Toyota Carina 1998 Car,https://riyasewana.com/buy/toyota-carina-sale-ratnapura-7463435,"Rs. 3,400,000",Toyota,Carina,1998,290000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
